,en_text,th_text
2983,I'd like a grande Americano from Starbucks,ขอสั่งอเมริกาโน่ ไซซ์แกรนเดจากสตาร์บัคส์หน่อยค่ะ
137335,"I would say around 2 weeks, I've kept forgetting to get an appointment.",ประมาณสองอาทิตย์แล้วค่ะ จนลืมไปเลยว่าจะทำนัด
143072,Do they offer student prices?,มีราคานักเรียนมั้ย
182357,"Great, what times do you see?",เยี่ยม มีรอบกี่โมงบ้าง
215791,ok. What model is your vehicle?,ค่ะ รถรุ่นไหนคะ
115349,"sure, their phone number is (916) 498-9891.",ได้สิ เบอร์ที่ร้านคือ 916 498 9891
32773,"I am so sorry, the techs are booked up today and are busy since it is a Friday.",ต้องขอโทษด้วยค่ะ วันนี้ช่างซ่อมไม่ว่างเลยซักคนค่ะ แล้วก็ยุ่ง ๆ อยู่ด้วยเพราะว่าเป็นวันศุกร์น่ะค่ะ
63760,Yes. And can I get an extra shot of espresso?,ค่ะ ขอเอสเปรสโซ่เพิ่มอีกช็อตได้มั้ยคะ
16198,So your destination will the the Quicken Loans Arena?,จุดหมายของคุณคือควิกเกนโลนส์อารีนานะคะ
108283,Ok let's set up an appointment. When and where would you like it?,โอเคค่ะ จองนัดหมายกับอู่ซ่อมรถดีกว่า อยากไปที่ไหนและเมื่อไรคะ
179448,"you're welcome, enjoy.",ยินดีค่ะ ดูหนังให้สนุกนะคะ
179132,"your receipt will be texted to you and your order will be ready in 6 minutes, can i help with anything else?",ใบเสร็จของคุณจะส่งเป็นข้อความให้แล้วออเดอร์จะเสร็จภายใน 6 นาทีค่ะ มีอะไรให้ช่วยเพิ่มเติมมั้ยคะ
52909,That would be 320 calories.,320 แคลอรีค่ะ
187413,The order should be ready for pickup in 25 min.,อีก 25 นาทีน่าจะมารับได้เลยค่ะ
149,"Okay, they will make an exception for you and you can go in at 4:45 this evening.",โอเคค่ะ เขาเปิดให้เป็นกรณีพิเศษตอน 4 โมง 45 วันนี้ค่ะ
99318,"Ok,so sugar free hazelnut cloud macchiato with fat free milk, light ice and an extra shot, is that right?",โอเคค่ะ งั้นก็คลาวด์มัคคิอาโต้ใส่ไซรัปเฮเซลนัทแบบไม่มีน้ำตาลกับนมไร้ไขมัน น้ำแข็งน้อยแล้วก็เพิ่มช็อต ถูกต้องมั้ยคะ
130664,Well where do you want to go?,อืม แล้วจะไปที่ไหนกัน
132237,Perfect! I can do that!,เพอร์เฟ็ค ฉันจะไปให้ทัน
149349,did you need help with anything?,ต้องการความช่วยเหลืออะไรมั้ยคะ
194842,did u want any more information on either of these two options?,ไม่ทราบว่าต้องการข้อมูลเพิ่มเติมเกี่ยวกับร้านทั้งคู่ไหมคะ
133812,"Okay, thank you. What would you like to order?",ค่ะ ขอบคุณค่ะ อยากสั่งอะไรคะ
108076,"I can do that, how many people is the reservation for",ได้ค่ะ จองโต๊ะกี่ท่านคะ?
196155,"ok, i have booked an appointment for tomorrow at 8:30am for your 2011 nissan rogue that needs a tune up.",โอเคค่ะ จองคิวไว้ให้แล้วนะคะ เป็นคิว 8 โมงครึ่งวันพรุ่งนี้สำหรับนำรถนิสสัน โรก ปี 2011 เข้าไปปรับแต่งเครื่องยนต์นะคะ
203163,Alright. Is there anything else you needed help with?,เรียบร้อย มีอะไรให้ฉันช่วยอีกมั้ยคะ
7228,I believe you want a grande cinnamon shortbread latte with whole milk. Is that correct?,คุณต้องการซินนามอน ชอร์ตเบรด ลาเต้ นมเต็มมันเนย ถูกต้องมั้ยคะ
181997,Oh great thanks!,โอ้ เยี่ยมเลย ขอบใจนะ
73063,Yes they have it. Would you like the same size with skim milk?,มีค่ะ ไซส์เดิมกับสกิมมิล์คใช่มั้ยคะ
69266,"Ok, are you going to the Prince's on Ewing Street?",โอเค คุณจะไปที่ร้านพริ้นซ์ตรงอีวิ้งค์สตรีทใช่ไหม
179358,I would like to watch Aquaman and it's a very good movie.,ต้องการดูหนังเรื่องอควาแมนค่ะ เป็นหนังที่ดีมากเรื่องหนึ่งเลย
41215,It's estimated cost is $13.30,ประมาณ $13.30 ค่ะ
222543,"so the order is a venti double chocolate chip cream frappuccino, add two splendors and whipped cream.",ต้องการสั่งดับเบิ้ลช็อกโกแลตชิพครีมแฟรบปูชิโน่ไซส์เวนติ ใส่น้ำตาลเทียมสองซอง และใส่วิปครีม
50936,"Ok. I have just ordered you a Grande Caffè Latte with 2% milk and vanilla from the Starbucks located on West Malibu Road in Malibu, California. It will be ready for pick up shortly. I have sent the receipt to your mobile device as a text message.",โอเคค่ะ สั่งคาเฟ่ ลาเต้ใส่นมพร่องมันเนยและวานิลลาให้แล้วนะคะ จากสตาร์บัคส์บนถนนเวสต์ มาลิบู ที่มาลิบู ในแคลิฟอร์เนีย จะพร้อมให้ไปรับได้ในอีกสักครู่ค่ะ ส่งใบเสร็จให้ทางโทรศัพท์แล้วนะคะ
160732,"ok, i have booked an uberx going from hope pizza to colony grill at 9pm, your receipt will be texted to you.",โอเคค่ะ ฉันจองอูเบอร์เอ็กซ์ให้ไปรับที่โอปพิซซ่าไปที่โคโลนีกริลล์ตอน 3 ทุ่มเรียบร้อยค่ะ ใบเสร็จจะส่งไปทางข้อความนะคะ
220977,Could I have the phone number to the third one?,ขอเบอร์ร้านที่สามได้มั้ยคะ
139523,"I tried it before, it was just okay. I have heard they have excellent quality sausage for their pizzas.",ฉันเคยกินมาเหมือนกันค่ะ มันก็งั้น ๆ น่ะค่ะ แต่ได้ยินมาว่าเรื่องไส้กรอกร้านนี้ดีมากเลยนะคะ
168074,your like family to me alfred i only want the best for you i want you to know that.,เธอก็เหมือนคนในครอบครัวพี่ อัลเฟรด พี่แค่อยากให้เธอได้สิ่งที่ดีที่สุด พี่อยากให้เธอรู้ไว้
120504,"i found: Vinoteca | Restaurant & Bar, Upbeat bistro serving modern Italian fare & pizza in a relaxed, tile-floored room with a bar. and Piatti: Traditional Italian trattoria with an open kitchen & pizzas from a stone-hearth oven.",เราเจอร้านบิโนเตกา ร้านอาหารและบาร์ เป็นร้านเล็กๆที่มีเพลง เสิร์ฟอาหารอิตาเลียนโมเดิร์นกับพิซซ่าในบาร์ที่พื้นปูกระเบื้องสบายๆ กับร้านเปียตติ ร้านอาหารอิตาเลียนดั้งเดิมที่มีครัวแบบเปิดและพิซซ่าอบจากเตาหินค่ะ
157821,Great and where are you seeing it?,ดีเลยค่ะ อยากไปดูที่ไหนดีคะ?
134646,Thanks very much!,ขอบคุณมากค่ะ
30733,Looks like there is a 5:45 showing of Captain Marvel.,มีรอบฉาย5โมง45เรื่องกัปตันมาเวล
169222,"Hi, I need to make a auto appointment with Intelligent Auto Imports.",ดีจ้ะ พี่ต้องนัดร้านซ่อมรถที่อินเทอริเจ้นท์ ออโต้ อิมพอร์ต
186123,Is this Intelligent Auto Imports?,นี่อินเทลลิเจนท์ออโต้อิมพอร์ตส์ใช่ไหม
202131,"Hi, what can I do for you?",สวัสดีค่ะ ให้ช่วยอะไรดีคะ?
167006,"Tomorrow, if possible.",พรุ่งนี้ครับ ถ้าเป็นไปได้
82180,"Hmm, give me their next time slot that's available for the table we decided on.",ฮืมม์ งั้นขอเวลาอื่นที่มีที่ตรงนั้นหน่อยค่ะ
25496,"Great. I've placed an order for a Grande iced caramel macchiato with whole milk. Your order will be ready for pickup at the Starbucks on Eubank in Albuquerque soon, and your receipt will be texted to your mobile device.",ค่ะ ฉันได้ส่งออร์เดอร์คาราเมลมัคคิอาโต้เย็นใส่นมธรรมดาแก้วแกรนเดไปแล้วนะคะ สามารถรับเครื่องดื่มที่สั่งได้ที่สตาร์บัค สาขายูแบงค์ อัลบูเกอร์คเร็ว ๆ นี้ค่ะ ส่วนใบเสร็จจะส่งไปทางโทรศัพท์มือถือนะคะ
112328,"Rome Flynn, Tyler Perry, and Patrice Lovely.","โรม ฟลินน์, ไทย์เลอร์ แพร์รี่ กับแพทริค เลิร์ฟลี่ ค่ะ"
139063,Great. I think that will be all.,เยี่ยมจ้ะ แค่นี้แหล่ะ
58489,The movie Dumbo is not available at 6 pm. Please choose a different,รอบ 6 โมงเย็นไม่ว่างนะคะ เปลี่ยนเป็นรอบไหนดีคะ
134248,Would you like to dine inside or outside?,อยากนั่งในร้านหรือนอกร้านคะ
114086,ok and what kind of restaurant would you like to go?,โอเค แล้วคุณอยากไปร้านอาหารประเภทไหนคะ
50312,"Perfect, where did you want to order from?",ได้เลยค่ะ สั่งจากร้านไหนคะ
86421,Is there any particular theater i should book the tickets at?,มีโรงหนังไหนที่จะให้ฉันจองมั้ยคะ
150179,tommy mexican restaurant is located on 5929 geary blvd.,ทอมมีเม็กซิกันเรสเตอรองอยู่ที่ 5929 เกียรี บูเลอวาร์ดค่ะ
51864,"That's all, thank you.",เท่านี้ค่ะ ขอบคุณนะ
30281,Alright. When would you like the order ready by?,ได้ค่ะ อยากให้เสร็จเมื่อไหร่คะ
154067,"your welcome, drive safe.",ยินดีค่ะ ขับรถดีๆนะคะ
47803,Sure. What theater do you prefer?,ได้เลยค่ะ อยากดูในโรงไหนคะ
193917,"Let's go ahead and do the second restaurant Cotogna, and can we can we go ahead and book a reservation?",งั้นเอาร้านที่สอง คอตอเนีย สามารถที่จะจองโต๊ะเลยได้ไหม
192451,"ok, what kind of food do you like?",โอเคค่ะ อยากทานอาหารแบบไหนดีคะ
134670,I want sausage and pepperoni but there also a few vegetarians here,อยากได้ไส้กรอกและเปปเปอโรนีค่ะ แต่ว่ามีคนที่ทานมังสวิรัติอยู่ด้วยน่ะสิคะ
166142,Can I get pizza from Bella Luna?,ฉันอยากสั่งพิซซ่าจากร้านเบลล่า ลูน่าหน้าได้มั้ยคะ
130169,Any sweeteners?,เพิ่มความหวานไหมคะ
105097,"That's great, my dad likes his pizza spicy.",เยี่ยมเลย คุณพ่อชอบพิซซ่าเผ็ดๆน่ะ
188336,$32.09 would be the total.,ทั้งหมด 32.09 ดอลล่าร์ค่ะ
153210,"Yes, that is all.",ค่ะ ไม่มีอะไรแล้วค่ะ
158121,"I'd like to see it in Houston, Texas.",ฉันอยากดูที่ฮูสตัน เท็กซัสค่ะ
63721,"Im sorry, the 9:55pm showing is sold out?",ขอโทษด้วยค่ะ รอบ 3 ทุ่ม 55 นาทีขายตั๋วหมดแล้วค่ะ
21375,Ok I will check on that time. How many people do you want me to make the reservation for?,ได้ค่ะจะเช็คเวลานั้นให้นะ พี่อยากให้หนูจองสำหรับกี่คนคะ?
84823,I would only really be interested in the most basic.,ฉันน่าจะสนใจแค่แบบพื้นฐานที่สุดเลยน่ะค่ะ
147461,"ok, would you like to book for immediate pickup?",โอเค อยากจะจองให้ไปรับเลยปะคะ
217802,"All right, that is okay.",ได้ค่ะ โอเคเลย
109962,It's Savana Dawson and my number is 254-665-8974,ซาวานา ดอว์สันค่ะ เบอร์คือ 254-665-8974
124327,"ok, what would you like to order?",ค่ะ รับเป็นอะไรดีคะ
159377,OK. Your driver will be there in 5 minutes,โอเคค่ะ คนขับรถของคุณจะไปถึงในอีก 5 นาทีค่ะ
9370,Only Napoli has that right now,ตอนนี้มีแค่ที่นโปลิค่ะ
55972,Would you like 3D or non-3D,แบบ 3 มิติ หรือไม่ใช่ 3 มิติคะ
2599,"Sure, let's do 4:45 pm.",ได้ค่ะ งั้นก็ 4 โมง 45 แล้วกันค่ะ
176287,"ok, i've set up your ride for tonight at 9 pm. The status for your driver's arrival will be available on your mobile device.",โอเคค่ะ จองรถสำหรับ 3 ทุ่มคืนนี้ไว้แล้ว สถานะแจ้งคนขับมาถึงจะมีขึ้นในโทรศัพท์นะคะ
141783,"I can Google ""Computer Fault 00"" and see what I can find.",เดี๋ยวค้นกูเกิ้ลดูว่าคอมผิดพลาด00คืออะไรนะ
163083,I would also like to know how far the restaurants are away from me.,และฉันก็อยากรู้ว่าร้านอาหารพวกนี้อยู่ห่างจากฉันไปเท่าไร
52258,May I know from what location are you in now?,ขอทราบตำแหน่งตอนนี้ด้วยค่ะ
163360,"Okay your 2011 Nissan Rogue needs a tune up, got it.",โอเค เป็นนิสสัน โรก ปี 2011 ต้องการจูนอัพนะคะ
85592,7 o'clock would be great.,ประมาณเจ็ดโมงจะดีมากเลย
74339,"yeah just the one coffee for me please, unless you also wanted one?",ค่ะแก้วเดียวพอค่ะ หรือไม่งั้นก็รับเพิ่มถ้าคุณอยากดื่มด้วย
40383,Don’t forget to give them my name and telephone number.,อย่าลืมให้ชื่อกับเบอร์โทรของฉันนะคะ
212704,can you please tell me your name and number?,ช่วบบอกชื่อและเบอร์หน่อยค่ะ
56531,How about in Tempe if possible?,เทมเป้ ถ้าได้นะคะ
167901,"Ok, will you send the confirmation to my email?",จ้ะ ส่งการยืนยันให้พี่ทางอีเมล์ได้ไหม
95611,"Hello, I would like to order a pizza from Gino's East.",สวัสดีค่ะ ฉันต้องการสั่งพิซซ่าจากจีโน่ส์ อีสท์
208955,1 ticket to see Cold Pursuit at 6:55pm at Regal Cinemas North Hills 14 id $9. DId you want me to purchase the ticket on your behalf now?,ตั๋วเรื่องโคลด์สวีท 1 ใบรอบ 6โมง55 ที่รีกัลซินีม่านอร์ธฮิลล์ 14 ราคา 9 ดอลลาร์ค่ะ ต้องการให้ซื้อเลยมั้ยคะ?
18017,"The first one sounds great. Can you tell me if it has high-quality, fresh food?",ร้านแรกฟังดูดีเลยค่ะ ทราบมั้ยคะว่าอาหารคุณภาพดี แบบว่าสดรึเปล่าคะ
57151,"Yeah, I'd like a big Cinnamon Dolce Latte, please.",ค่ะ อยากได้ ชินนาม่อน โดลเช่ ลาเต้ แก้วใหญ่ค่ะ
48115,You are in luck. Do you have any special requests?,โชคดีนะคะ มีที่ว่าง มีรีเควสอะไรพิเศษไหมคะ
19454,your receipt will be sent to your mobile device via text message.,ใบเสร็จถูกส่งไปที่มือถือของคุณทางข้อความแล้วค่ะ
125524,"Great! thanks, how can I help you?",ดีเลยค่ะ ขอบคุณนะคะ มีอะไรให้ช่วยคะ
24757,Is the 8pm showing any cheaper?,รอบ 2 ทุ่มถูกกว่าบ้างหรือเปล่า
118225,Got it. Your tickets will be sent to your mobile device shortly.,ได้ค่ะ ตั๋วจะถูกส่งไปให้ทางข้อความโทรศัพท์ในอีกสักครู่นะคะ
209500,To know the inspection is $89.,แจ้งให้ทราบ มีค่าตรวจ 89 ดอลลาร์นะคะ
126511,You said 3 p.m. right?,คุณบอกว่า บ่าย 3 โมงใช่มั้ยคะ?
194174,"Hi. I'm looking for a place to eat in Sacramento, particularly in the Arden Fair Mall area. I'm looking for Italian food that's mid-range expensive, romantic, and has a friendly staff.",สวัสดี พี่อยากจะหาร้านกินข้าวที่อยู่ซาคราแมนโต้สักหน่อย เอาที่อยู่ในแถบอาร์เดินแฟร์มอลล์ เอาเป้นร้านอาหารอิตาเลี่ยน ราคากลาง ๆ บรรยากาศโรแมนติค และพนักงานที่เป็นมิตร
151202,"I don't believe so, that should be it.",คิดว่าไม่แล้วค่ะ เท่านี้ค่ะ
193910,"the second is called cotogna. Popular eatery serving spit-roasted and grilled meat & fish, wood-fired pizza and house-made pasta.",ร้านที่สองชื่อว่า คอตอเนีย ร้านอาหารยอดนิยมเสิร์ฟอาหารประเภทเนื้อย่างและปลาย่าง พิซซ่าเตาถ่าน และโฮมเมคพิซซ่า
33447,No good.,ไม่มีค่ะ
221969,"Take care, too.",รักษาตัวด้วยเช่นกัน
182835,"okay, the total is $45.",โอเคค่ะ ทั้งหมด 45 เหรียญนะคะ
46090,Hey! Can you get me tickets to Escape Room tonight?,สวัสดี ช่วยซื้อตั๋วเอสเคปรูมคืนนี้ให้หน่อยสิ
184647,"great, enjoy your coffee.",ได้ค่ะ ทานกาแฟให้อร่อยนะคะ
82276,Okay. Just a minute and I will see what they can do.,ได้ค่ะ รอสักครู่นะคะ ไม่รู้ว่าจะได้หรือเปล่า
185739,My car seems to be leaking oil.,รถเรามีน้ำมันรั่วอ่ะ
20481,How about one on the upstairs patio?,ถ้าเป็นโต๊ะชั้นบนละ
158957,Intelligent Auto Imports.,อินเทลลิเจนซ์ออโต้อิมพอร์ทส์ค่ะ
163155,That's it.,มีแค่นี้ล่ะ
124203,And did you have a theater in mind?,อยากดูที่โรงหนังอะไรมั้ยคะ
198582,Did you it was Repeat that for me.,ช่วยทวนอีกครั้งได้มั้ยคะ?
130121,"okay, any other restaurant characteristic that you would like to find?",โอเคค่ะ ต้องการร้านอาหารลักษณะไหนอีกไหมคะ
31937,Well they have a late appointment at 8:00 PM tonight.,ถ้าอย่างนั้น พวกเขามีนัดตอนดึก ๆ ประมาณสองทุ่มคืนนี้ค่ะ
192300,I was thinking after 8:00 p.m. today.,อยากได้รอบหลัง 2 ทุ่มวันนี้ค่ะ
143785,Probably something with just the one hero overall.,ขอเรื่องที่มีฮีโร่คนเดียวพอ
218084,At the Birchwood Mall.,ที่ห้างเบิชวูดค่ะ
173183,$10.44 each.,ที่นั่งละ 10.44 ดอลล่าร์ค่ะ
175589,"ok, what toppings would you like?",โอเคค่ะ เป็นหน้าอะไรคะ
130104,2014 Acura RDX.,อาคูร่า อาร์ดีเอ็กซ์ ปี 2014 ครับ
43492,That one is (888) 666-1234 correct?,(888) 666-1234 ใช่มั้ยคะ
49325,Ok. home or out of town?,โอเคค่ะ แถวบ้านหรือนอกเมืองคะ
121940,"np, tell John I said Happy BIrthday!",ไม่มีปัญหาจ้ะ บอกจอห์นว่าสุขสันต์วันเกิดนะ
166277,"Hi, could you help me book movie tickets?",สวัสดีค่ะ คุณช่วยจองตั๋วหนังให้หน่อยได้มั้ยคะ
216648,"Great, thanks. Thanks.",เยี่ยมเลย ขอบคุณค่ะ
105239,"All right. Now, could you please describe what the reason for your appointment is?",ได้ค่ะ ช่วยอธิบายสาเหตุของการนัดอู่ด้วยค่ะ
138684,Of course. Where from?,ได้เลยค่ะ จากไหนดีคะ
104637,"I have made the reservation for 8pm Friday for 8 guests indoor seating. If you need anything else, do not hesitate to ask. Goodbye.",จองโต๊ะตอน 2 ทุ่มในวันศุกร์สำหรับ 8 ที่ด้านในให้แล้วนะคะ ถ้ามีอะไรให้ช่วย บอกได้เลยนะคะ สวัสดีค่ะ
50749,"Hmmm, actually forget it, let me go to a Chinese place instead. How about Dong Chun Hong?",อืม งั้นก็ช่างมันเถอะ ไปร้านอาหารจีนแทนแล้วกัน ร้านตง ชุน ฮงเป็นไง
150592,Jennifer Davis.,เจนนิเฟอร์ เดวิสค่ะ
59081,The Japanese restaurant has a Michelin star chef.,ร้านอาหารญี่ปุ่นมีเชฟมิชลินสตาร์ค่ะ
150546,Is the microphones on?,ไมค์เปิดมั้ยคะ
146643,"8 pm, 8:15 pm, 9 pm, and 9:30 pm",2 ทุ่ม 2 ทุ่ม 15 นาที 3 ทุ่ม 3 ทุ่มครึ่งค่ะ
22888,Okay. How much was it?,จ้ะ ราคาเท่าไหร่หรอ
181789,"Okay, your details will be sent to your mobile device.",โอเคค่ะ เดี๋ยวจะส่งรายละเอียดไปทางโทรศัพท์มือถือนะคะ
78403,"OK, I will take that slot.",จ้ะ พี่จะเอาตอนนั้นแหล่ะ
182874,"Alright, sounds good.",เยี่ยม ฟังดูดีนะ
2638,whats the total afer tax,ราคารวมภาษีแล้วเป็นเท่าไหร่คะ
82824,I don't have a lot of things so just get UberX.,มีของไม่มาก งั้นเอาอูเบอร์เอ็กซ์ละกันค่ะ
147689,I would like to orders three large pepperoni pizzas.,อยากสั่งพิซซ่า 3 ถาดใหญ่ใส่เปเปอโรนีค่ะ
19650,"Intelligent Auto Solutions, yes.",ใช่ อินเทอลิเจ้นท์ ออโต้ โซลูชั่น
179209,"Yep, that's correct.",ค่ะ ถูกแล้วค่ะ
9728,"No, just from there.",ไม่ค่ะ แค่ไปรับพอค่ะ
83796,Your order has been placed. Please check your text messages for the tickets. Would you like help withanything else?,จองตั๋วหนังเรียบร้อยนะคะ รบกวนเช็คตั๋วทางโทรศัพท์นะคะ มีอะไรให้ช่วยอีกมั้ยคะ
118819,is this for 2,สำหรับสองคนใช่มั้ย
2738,In what theater in New York?,ให้ซื้อที่โรงไหนในนิวยอร์คคะ
79065,"Good, thank you.",ดีค่ะ ขอบคุณค่ะ
747,do you want the regular uber or uber black? Uber xl is also available,เอาอูเบอร์ปกติหรืออูเบอร์แบล็คดีคะ? อูเบอร์เอ็กซ์เอลก็มีนะคะ
96344,Are there still good seats available.,มีที่นั่งดี ๆ เหลือบ้างมั้ยคะ?
6161,"Select, Black, and Black SUV.",ซีเล็คท์ แบล็ค แล้วก็แบล็คเอสยูวีค่ะ
208939,"ok, let me schedule that, one moment.",โอเค ขอฉันจองคิวให้สักครู่นะคะ
25618,Have a good one. Bye.,ขอให้สนุกครับ สวัสดีครับ
88611,did you want added meat?,อยากเพิ่มเนื้อไหม
26656,How many people will be dining?,แขกกี่ท่านคะ
116620,It's a 3 Series 2009.,รุ่นทรี ซีรีย์ ปี 2009
77859,"All right, your order has been placed. They said it should be ready shortly.",เอาล่ะค่ะ ส่งรายการที่สั่งแล้วนะคะ ร้านบอกว่าจะเสร็จในอีกไม่ช้า
207519,Robert Rodriguez is the director.,โรเบิร์ต รอดริเกซเป็นผู้กำกับค่ะ
89645,Would you like all the same requests?,อยากได้เหมือนเดิมไหมคะ
139662,Sure. Black olives please,จ้ะ ขอมะกอกดำนะ
51498,"Hi, can you order a few pizzas for me?",สวัสดี ช่วยสั่งพิซซ่าสักสองสามถาดให้ทีได้มั้ย
80883,8 am tomorrow.,พรุ่งนี้ตอน 8:00 ค่ะ
212668,"Hello. Yes, I would like to find a Mexican restaurant inside the Arden Fair Mall. I would like it if it's non-smoking, quiet, and offer kids' meals.",สวัสดีค่ะ อ๋อค่ะ อยากหาร้านอาหารแม็กซิกันในห้างดิอาร์เดนแฟร์มอลล์ค่ะ เอาร้านปลอดบุหรี่ เงียบ แล้วก็มีเมนูสำหรับเด็กด้วยนะคะ
5413,"Okay, and 3D is also not available for this film.",โอเคค่ะ แล้วก็หนังเรื่องนี้ไม่มีฉายในระบบ 3 มิตินะคะ
165374,"ok, you can take 2 regular lyfts or one lyft xl.",โอเค คุณจะเลือกแบบรถลิฟท์ธรรมดา 2 คันหรือรถลิฟท์เอ็กซ์แอลหนึ่งคันคะ
102373,"No sharing, order me my own car.",ไม่แชร์ค่ะ ขอรถส่วนตัว
105318,That's great! Let's make reservations there then.,ดีเลยค่ะ! จองโต๊ะที่นั่นเลยค่ะ
61331,Number of passengers?,ผู้โดยสารกี่ท่านคะ
204509,"The one that's in Fort Gratiot, Michigan.",ร้านในฟอร์ทกราเทียต มิชิแกนจ้ะ
143114,What about another steakhouse?,งั้นร้านอื่นล่ะ
100082,Yes thats it.,ค่ะ แค่นั้นแหละค่ะ
74819,"Okay, what would you like to order?",โอเคค่ะ สั่งอะไรดีคะ
76954,I want to treat myself. The sugared vanilla is great.,พี่อยากตอบแทนตัวเอง วานิลลาแบบมีน้ำตาลนี่ดีเลย
29351,What type of car is lyft lux?,ลิฟท์ ลักซ์เป็นรถแบบไหน
49004,"Sure, will you be ordering your usual?",ได้เลยค่ะ จะรับเป็นเมนูที่สั่งประจำมั้ยคะ
85701,"Yes, both should be ready within 25 minutes.",ค่ะ ทั้งสองถาดสามารถไปรับได้ในอีก 25 นาทีเลยค่ะ
176023,I was thinking Bohemian Rhapsody.,คิดว่าจะดู โบฮีเมียน แรพโซดี้ค่ะ
177320,any syrup or whipped cream?,ใส่น้ำเชื่อมหรือวิปครีมมั้ยคะ
199267,Please put down my name which is John Meyers. My contact phone number is (458) 481-5837.,ชื่อจอห์น เมเยอรส์ เบอร์โทรศัพท์มือถือคือ(458) 481-5837
211211,916-441-7200 Got it.,916-441-7200 โอเคค่ะ
140164,I would like to have it by lunch.,ขอตอนมื้อเที่ยวนะ
102556,"Hi, I would like to schedule an appointment for my car for an oil change.",สวัสดีค่ะ อยากจะนัดคิวเอารถไปเปลี่ยนถ่ายน้ำมันเครื่องค่ะ
168982,"To confirm, you would like a grande Caffe Americano with chocolate and caramel syrup and a shot of espresso?",ยืนยันนะคะ พี่อยากได้คาเฟ่อเมริกาโน่ไซส์แกรนเดใส่ไซรัปช็อกโกแลตกับคาราเมลและเอสเปรสโซ่ช็อตนะคะ
163388,"1117 Jessica Avenue, Las Vegas, Nevada.",1117 เจสสิก้า อเวนิว ลาส เวกัส เนวาด้า
101050,as soon as possible,อย่างด่วนที่สุดเลยค่ะ
158772,"Yeah, I'd like it to be fancy, romantic, and good reviews.",ขอเป็นร้านหรู โรแมนติก ได้รีวิวดีๆ ค่ะ
172945,medium for all of them.,ถาดกลางทั้งหมดเลยค่ะ
132102,"Ok, here it is",โอเคค่ะ นี่นะคะ
164403,and what type of uber ride did you want?,แล้วรับเป็นอูเบอร์ประเภทไหนดีคะ?
2572,It is a Dodge Sprinter.,ดอดจ์ สปรินเตอร์ ค่ะ
114824,2008 Mercedes-Benz C Class.,เมอซีเดซเบนซ์ ซีคลาส 2008
91146,Just my wife and I for this Friday preferably seated between 7 and 8,แค่ภรรยากับผม ศุกร์นี้ เวลาระหว่าง 1-2 ทุ่ม
162537,alright 2 tickets for the 6:45 showing is available. the total will be $21.33.,โอเค ตั๋วสองใบสำหรับรอบฉายตอนหกโมงสี่สิบห้ายังว่างอยู่ค่ะ ทั้งหมด 21.33 ดอลล่าร์
185224,got it. What about a showtime?,โอเคค่ะ จะดูรอบไหนดีคะ
128622,He's on his way and will meet you at the southern entrance to the shopping mall. Your ride is on its way and you can check the status on your phone.,คุณไปรอที่ทางเข้าทางใต้ของมอลล์ได้ได้ไหมคะ คุณสามารถเช็คตำแหน่งเขาได้จากโทรศัพท์เลยค่ะ
120679,"Alright, one moment.",ได้ค่ะ สักครู่นะคะ
44570,"Yes, they do, but it's in the front. They also have a bar when you walk in where you can order a drink prior to your reservation. They also only take reservations.",มีค่ะ แต่อยู่ด้านหน้า พวกเขามีบาร์ด้วยที่คุณสามารถเดินไปสั่งเครื่องดื่มก่อนจองได้ พวกเขาเป็นร้านที่รับจองเท่านั้นค่ะ
184762,"Soon as possible, please.",เอาเร็วที่สุดเลยนะคะ
222673,What are the showtimes that they have?,งั้นมีรอบไหนบ้างล่ะ
161767,"ok, they have a 5:05, 7, 7:45, and 9:40 showing tonight.",โอเคค่ะ มีรอบ 5 โมง 5 นาที รอบ 1 ทุ่ม รอบ 1 ทุ่ม 45 กับรอบ 3 ทุ่ม 40 นะคะ คืนนี้
97726,wait i need to know about the desert.,เดี๋ยวค่ะ ขอทราบเรื่องของหวานก่อน
141997,Would you like to leave as soon as possible?,อยากไปตอนนี้เลยไหมคะ
131540,"We will take a look at it, and then give you a call when we have the prognosis.",เราจะดูให้ก่อนแล้วค่อยโทรบอกคุณตอนเรารู้อาการแล้วนะครับ
171629,would you like to know anything else about the trip before I book it?,ระหว่างนี้ต้องการทราบรายละเอียดอะไรเพิ่มมั้ยคะ
36590,Is that standard or 3D?,เป็นโรงธรรมดาหรือสามมิติน่ะ
106631,what movie would you like?,เรื่องอะไรดีคะ?
8082,Nope! Do you want to get that one?,ไม่มีทางค่ะ เอาหน้านี้เลยมั้ยคะ
94019,(25 minutes later) Is someone here?,(25 นาทีต่อมา) มีคนอยู่มั้ยคะ?
120270,Okay. Thank you.,ครับผม ขอบคุณครับ
40214,Ok what's the problem?,โอเค มีปัญหาอะไรหรอคะ?
14087,I have placed the order and it will be ready shortly. Your receipt will be sent to your mobile device via text message.,ฉันสั่งเรียบร้อยแล้วนะคะ กาแฟของคุณจะพร้อมเสิร์ฟในอีกไม่นานค่ะ ใบเสร็จจะถูกส่งเข้าไปที่โทรศัพท์ของคุณผ่านทางข้อความนะคะ
174882,"so 4 small veggie lovers with thin crust, correct?",เป็นพิซซ่า 4 ถาดเล็กหน้าเวจจี้ เลิฟเวอร์ ขอบบางนะคะ
